,Unnamed: 0,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
1907,1907,ODISHA,10,12,8,38,25,16
1908,1908,ODISHA,19,18,41,114,25,9
1909,1909,ODISHA,27,8,9,110,25,17
1910,1910,ODISHA,23,0,18,12,25,13
1911,1911,ODISHA,29,4,36,62,25,15
1912,1912,ODISHA,9,8,2,36,25,13
1913,1913,ODISHA,3,2,10,2,25,19
1914,1914,ODISHA,4,2,7,2,25,8
1915,1915,ODISHA,23,2,16,64,25,11
1916,1916,ODISHA,24,10,35,2816,25,8
1917,1917,PUNJAB,19,2,16,0,27,11
1918,1918,PUNJAB,16,10,3,0,27,17
1919,1919,PUNJAB,4,6,1,0,27,8
1920,1920,PUNJAB,21,10,0,0,27,19
1921,1921,PUNJAB,12,0,2,0,27,7
1922,1922,PUNJAB,11,18,3,0,27,7
1923,1923,PUNJAB,21,0,5,0,27,12
1924,1924,PUNJAB,10,2,2,0,27,12
1925,1925,PUNJAB,23,10,3,0,27,10
1926,1926,PUNJAB,8,0,7,0,27,11
1927,1927,PUNJAB,23,4,4,0,27,15
1928,1928,PUNJAB,25,6,9,0,27,19
1929,1929,PUNJAB,22,2,4,0,27,19
1930,1930,PUNJAB,18,14,2,0,27,18
1931,1931,PUNJAB,4,16,13,0,27,17
1932,1932,PUNJAB,12,4,0,0,27,11
1933,1933,PUNJAB,17,2,3,0,27,8
1934,1934,PUNJAB,27,18,7,0,27,9
1935,1935,PUNJAB,15,18,3,0,27,12
1936,1936,PUNJAB,15,8,4,0,27,8
1937,1937,PUNJAB,19,6,5,0,27,14
1938,1938,PUNJAB,24,0,2,0,27,15
1939,1939,PUNJAB,3,18,8,0,27,13
1940,1940,PUNJAB,2,6,2,0,27,13
1941,1941,PUNJAB,11,0,48,0,27,10
1942,1942,RAJASTHAN,17,12,48,114,28,17
1943,1943,RAJASTHAN,20,0,40,22,28,18
1944,1944,RAJASTHAN,5,6,12,518,28,7
1945,1945,RAJASTHAN,25,0,18,92,28,10
1946,1946,RAJASTHAN,16,12,12,50,28,12
1947,1947,RAJASTHAN,1,2,40,6,28,15
1948,1948,RAJASTHAN,24,4,48,318,28,11
1949,1949,RAJASTHAN,20,14,12,8,28,18
1950,1950,RAJASTHAN,28,4,21,142,28,12
1951,1951,RAJASTHAN,20,16,39,488,28,16
1952,1952,RAJASTHAN,29,4,1,150,28,17
1953,1953,RAJASTHAN,3,14,5,164,28,9
1954,1954,RAJASTHAN,10,0,17,142,28,14
1955,1955,RAJASTHAN,0,10,9,210,28,15
1956,1956,RAJASTHAN,5,0,8,4,28,9
1957,1957,RAJASTHAN,29,10,11,20,28,12
1958,1958,RAJASTHAN,29,12,15,88,28,17
1959,1959,RAJASTHAN,2,14,51,2918,28,9
1960,1960,RAJASTHAN,3,6,3,26,28,16
1961,1961,RAJASTHAN,22,12,8,26,28,13
1962,1962,RAJASTHAN,2,0,31,284,28,9
1963,1963,RAJASTHAN,11,14,6,174,28,9
1964,1964,RAJASTHAN,9,8,25,202,28,8
1965,1965,RAJASTHAN,28,8,10,46,28,8
1966,1966,RAJASTHAN,5,10,41,114,28,13
1967,1967,RAJASTHAN,15,4,10,30,28,16
1968,1968,RAJASTHAN,8,14,29,156,28,12
1969,1969,RAJASTHAN,21,4,8,244,28,19
1970,1970,RAJASTHAN,24,2,12,40,28,9
1971,1971,RAJASTHAN,3,10,4,318,28,8
1972,1972,RAJASTHAN,27,2,10,38,28,16
1973,1973,RAJASTHAN,20,2,13,364,28,9
1974,1974,RAJASTHAN,1,10,38,588,28,8
1975,1975,RAJASTHAN,2,0,55,8104,28,10
1976,1976,SIKKIM,7,10,3,10,29,8
1977,1977,SIKKIM,1,4,0,0,29,18
1978,1978,SIKKIM,3,2,0,2,29,13
1979,1979,SIKKIM,3,4,0,8,29,10
1980,1980,SIKKIM,14,0,3,20,29,14
1981,1981,TAMIL NADU,24,14,25,164,30,9
1982,1982,TAMIL NADU,11,15,14,86,30,18
1983,1983,TAMIL NADU,0,0,15,6,30,13
1984,1984,TAMIL NADU,12,12,35,642,30,16
1985,1985,TAMIL NADU,22,8,29,212,30,18
1986,1986,TAMIL NADU,2,18,19,226,30,15
1987,1987,TAMIL NADU,0,6,19,748,30,15
1988,1988,TAMIL NADU,2,16,22,102,30,15
1989,1989,TAMIL NADU,23,2,23,80,30,13
1990,1990,TAMIL NADU,18,2,3,150,30,12
1991,1991,TAMIL NADU,8,2,7,12,30,10
1992,1992,TAMIL NADU,26,6,3,30,30,16
1993,1993,TAMIL NADU,18,4,50,346,30,15
1994,1994,TAMIL NADU,27,14,12,128,30,7
1995,1995,TAMIL NADU,11,10,5,80,30,16
1996,1996,TAMIL NADU,1,14,8,134,30,19
1997,1997,TAMIL NADU,18,18,3,52,30,15
1998,1998,TAMIL NADU,1,6,1,114,30,19
1999,1999,TAMIL NADU,2,16,7,324,30,7
2000,2000,TAMIL NADU,26,0,5,316,30,12
2001,2001,TAMIL NADU,18,10,14,612,30,11
2002,2002,TAMIL NADU,15,2,2,28,30,8
2003,2003,TAMIL NADU,24,8,3,82,30,10
2004,2004,TAMIL NADU,0,8,8,198,30,13
2005,2005,TAMIL NADU,5,12,14,208,30,14
2006,2006,TAMIL NADU,24,6,10,4,30,11
2007,2007,TAMIL NADU,12,8,9,80,30,17
2008,2008,TAMIL NADU,25,8,8,280,30,8
2009,2009,TAMIL NADU,8,10,10,292,30,15
2010,2010,TAMIL NADU,14,18,5,140,30,10
2011,2011,TAMIL NADU,16,2,20,410,30,14
2012,2012,TAMIL NADU,0,0,0,8,30,14
2013,2013,TAMIL NADU,14,14,9,168,30,18
2014,2014,TAMIL NADU,17,12,5,20,30,12
2015,2015,TAMIL NADU,27,0,5,168,30,7
2016,2016,TAMIL NADU,17,18,14,636,30,14
2017,2017,TAMIL NADU,23,14,13,126,30,16
2018,2018,TAMIL NADU,1,13,34,7412,30,8
2019,2019,TRIPURA,10,10,14,70,31,10
2020,2020,TRIPURA,10,12,27,60,31,12
2021,2021,TRIPURA,8,14,12,162,31,14
2022,2022,TRIPURA,16,12,16,256,31,9
2023,2023,TRIPURA,14,8,9,548,31,19
2024,2024,UTTAR PRADESH,6,14,0,280,32,13
2025,2025,UTTAR PRADESH,6,8,23,210,32,7
2026,2026,UTTAR PRADESH,29,2,44,168,32,16
2027,2027,UTTAR PRADESH,12,14,10,16,32,16
2028,2028,UTTAR PRADESH,2,8,4,14,32,17
2029,2029,UTTAR PRADESH,29,12,16,108,32,9
2030,2030,UTTAR PRADESH,2,2,47,56,32,7
2031,2031,UTTAR PRADESH,21,4,31,26,32,17
2032,2032,UTTAR PRADESH,11,10,12,24,32,13
2033,2033,UTTAR PRADESH,2,4,7,80,32,11
2034,2034,UTTAR PRADESH,15,6,2,12,32,16
2035,2035,UTTAR PRADESH,19,0,9,42,32,17
2036,2036,UTTAR PRADESH,25,4,32,30,32,14
2037,2037,UTTAR PRADESH,14,4,44,96,32,15
2038,2038,UTTAR PRADESH,8,10,14,68,32,11
2039,2039,UTTAR PRADESH,21,0,28,58,32,18
2040,2040,UTTAR PRADESH,24,6,37,66,32,11
2041,2041,UTTAR PRADESH,0,6,7,6,32,19
2042,2042,UTTAR PRADESH,0,0,3,12,32,7
2043,2043,UTTAR PRADESH,4,6,14,126,32,12
2044,2044,UTTAR PRADESH,17,16,42,66,32,14
2045,2045,UTTAR PRADESH,14,4,17,30,32,15
2046,2046,UTTAR PRADESH,1,0,6,20,32,14
2047,2047,UTTAR PRADESH,12,14,11,8,32,7
2048,2048,UTTAR PRADESH,13,6,14,26,32,12
2049,2049,UTTAR PRADESH,5,4,48,88,32,17
2050,2050,UTTAR PRADESH,19,6,48,16,32,7
2051,2051,UTTAR PRADESH,6,0,22,56,32,17
2052,2052,UTTAR PRADESH,26,10,52,54,32,10
2053,2053,UTTAR PRADESH,18,4,12,46,32,10
2054,2054,UTTAR PRADESH,21,10,11,54,32,11
2055,2055,UTTAR PRADESH,22,6,42,156,32,8
2056,2056,UTTAR PRADESH,6,0,3,14,32,15
2057,2057,UTTAR PRADESH,11,8,34,42,32,15
2058,2058,UTTAR PRADESH,22,2,55,150,32,14
2059,2059,UTTAR PRADESH,2,12,22,44,32,16
2060,2060,UTTAR PRADESH,8,12,11,20,32,19
2061,2061,UTTAR PRADESH,3,8,21,38,32,12
2062,2062,UTTAR PRADESH,24,8,21,70,32,8
2063,2063,UTTAR PRADESH,4,8,11,24,32,9
2064,2064,UTTAR PRADESH,7,12,16,40,32,8
2065,2065,UTTAR PRADESH,7,8,7,122,32,10
2066,2066,UTTAR PRADESH,26,14,11,22,32,13
2067,2067,UTTAR PRADESH,9,16,32,72,32,8
2068,2068,UTTAR PRADESH,7,10,6,76,32,17
2069,2069,UTTAR PRADESH,12,10,2,22,32,17
2070,2070,UTTAR PRADESH,26,16,54,216,32,18
2071,2071,UTTAR PRADESH,28,8,11,60,32,7
2072,2072,UTTAR PRADESH,2,4,10,20,32,11
2073,2073,UTTAR PRADESH,18,14,31,56,32,11
2074,2074,UTTAR PRADESH,4,12,46,112,32,13
2075,2075,UTTAR PRADESH,8,10,29,62,32,7
2076,2076,UTTAR PRADESH,13,0,27,182,32,10
2077,2077,UTTAR PRADESH,1,12,13,16,32,19
2078,2078,UTTAR PRADESH,6,6,51,78,32,8
2079,2079,UTTAR PRADESH,6,4,38,132,32,8
2080,2080,UTTAR PRADESH,3,2,18,44,32,10
2081,2081,UTTAR PRADESH,14,18,13,68,32,14
2082,2082,UTTAR PRADESH,9,0,19,50,32,14
2083,2083,UTTAR PRADESH,3,6,15,40,32,16
2084,2084,UTTAR PRADESH,22,14,37,116,32,15
2085,2085,UTTAR PRADESH,19,0,6,38,32,16
2086,2086,UTTAR PRADESH,12,14,39,24,32,8
2087,2087,UTTAR PRADESH,15,6,3,6,32,17
2088,2088,UTTAR PRADESH,10,4,3,20,32,16
2089,2089,UTTAR PRADESH,9,14,32,84,32,8
2090,2090,UTTAR PRADESH,19,10,3,14,32,8
2091,2091,UTTAR PRADESH,18,4,7,12,32,15
2092,2092,UTTAR PRADESH,2,16,33,30,32,9
2093,2093,UTTAR PRADESH,21,6,41,66,32,8
2094,2094,UTTAR PRADESH,14,14,28,82,32,16
2095,2095,UTTAR PRADESH,4,2,8,4502,32,15
2096,2096,UTTARAKHAND,15,2,9,12,33,16
2097,2097,UTTARAKHAND,11,8,8,2,33,13
2098,2098,UTTARAKHAND,9,8,1,66,33,11
2099,2099,UTTARAKHAND,7,2,2,6,33,13
2100,2100,UTTARAKHAND,1,12,29,116,33,8
2101,2101,UTTARAKHAND,15,2,37,170,33,19
2102,2102,UTTARAKHAND,1,18,18,68,33,10
2103,2103,UTTARAKHAND,15,14,13,52,33,19
2104,2104,UTTARAKHAND,5,6,5,28,33,16
2105,2105,UTTARAKHAND,8,4,2,36,33,7
2106,2106,UTTARAKHAND,9,12,0,60,33,13
2107,2107,UTTARAKHAND,16,8,33,116,33,8
2108,2108,UTTARAKHAND,6,18,3,52,33,16
2109,2109,UTTARAKHAND,28,14,40,784,33,19
2110,2110,WEST BENGAL,13,4,13,486,34,8
2111,2111,WEST BENGAL,5,18,30,500,34,12
2112,2112,WEST BENGAL,28,16,9,74,34,11
2113,2113,WEST BENGAL,11,6,9,102,34,15
2114,2114,WEST BENGAL,21,16,16,348,34,17
2115,2115,WEST BENGAL,8,2,25,338,34,17
2116,2116,WEST BENGAL,24,6,5,70,34,15
2117,2117,WEST BENGAL,22,2,5,36,34,13
2118,2118,WEST BENGAL,24,8,13,30,34,16
2119,2119,WEST BENGAL,28,18,29,636,34,15
2120,2120,WEST BENGAL,25,18,10,94,34,14
2121,2121,WEST BENGAL,18,12,21,58,34,12
2122,2122,WEST BENGAL,11,0,8,26,34,9
2123,2123,WEST BENGAL,18,0,22,118,34,14
2124,2124,WEST BENGAL,2,0,6,6,34,12
2125,2125,WEST BENGAL,22,12,53,400,34,15
2126,2126,WEST BENGAL,18,14,18,92,34,9
2127,2127,WEST BENGAL,26,12,20,360,34,19
2128,2128,WEST BENGAL,3,16,14,386,34,15
2129,2129,WEST BENGAL,17,0,36,490,34,19
2130,2130,WEST BENGAL,13,6,15,376,34,19
2131,2131,WEST BENGAL,16,10,21,72,34,12
2132,2132,WEST BENGAL,22,0,11,4,34,13
2133,2133,WEST BENGAL,6,0,3,14,34,19
2134,2134,WEST BENGAL,4,8,6,76,34,8
2135,2135,WEST BENGAL,15,4,58,5192,34,11
2136,2136,A & N ISLANDS,16,4,7,38,0,16
2137,2137,A & N ISLANDS,5,0,0,0,0,14
2138,2138,A & N ISLANDS,21,4,7,38,0,13
2139,2139,CHANDIGARH,21,16,12,92,5,18
2140,2140,CHANDIGARH,21,16,12,92,5,16
2141,2141,D & N HAVELI,11,2,6,34,7,11
2142,2142,D & N HAVELI,11,2,6,34,7,18
2143,2143,DAMAN & DIU,6,8,1,58,8,8
2144,2144,DAMAN & DIU,0,2,0,4,8,18
2145,2145,DAMAN & DIU,6,10,1,62,8,19
2146,2146,DELHI UT,29,0,14,0,9,15
2147,2147,DELHI UT,5,0,21,160,9,12
2148,2148,DELHI UT,14,14,39,18,9,13
2149,2149,DELHI UT,8,0,14,4,9,16
2150,2150,DELHI UT,2,0,4,6,9,12
2151,2151,DELHI UT,7,16,16,8,9,18
2152,2152,DELHI UT,2,8,35,14,9,10
2153,2153,DELHI UT,24,6,56,8,9,19
2154,2154,DELHI UT,16,16,33,14,9,18
2155,2155,DELHI UT,0,0,0,0,9,7
2156,2156,DELHI UT,26,6,57,38,9,18
2157,2157,DELHI UT,15,14,0,42,9,16
2158,2158,DELHI UT,12,0,53,8,9,11
2159,2159,LAKSHADWEEP,0,4,0,8,18,9
2160,2160,LAKSHADWEEP,0,4,0,8,18,15
2161,2161,PUDUCHERRY,29,4,11,318,26,16
2162,2162,PUDUCHERRY,29,4,11,318,26,8
2163,2163,ANDHRA PRADESH,23,0,9,176,1,10
2164,2164,ANDHRA PRADESH,2,0,35,286,1,18
2165,2165,ANDHRA PRADESH,15,16,17,164,1,8
2166,2166,ANDHRA PRADESH,6,8,5,148,1,19
2167,2167,ANDHRA PRADESH,25,0,43,64,1,12
2168,2168,ANDHRA PRADESH,6,2,17,210,1,15
2169,2169,ANDHRA PRADESH,8,0,1,0,1,15
2170,2170,ANDHRA PRADESH,13,12,36,266,1,10
2171,2171,ANDHRA PRADESH,1,12,11,282,1,12
2172,2172,ANDHRA PRADESH,3,10,25,368,1,9
2173,2173,ANDHRA PRADESH,18,6,23,244,1,10
2174,2174,ANDHRA PRADESH,0,6,13,106,1,15
2175,2175,ANDHRA PRADESH,22,18,15,250,1,7
2176,2176,ANDHRA PRADESH,3,12,36,342,1,14
2177,2177,ANDHRA PRADESH,7,4,19,106,1,12
2178,2178,ANDHRA PRADESH,28,12,26,230,1,12
2179,2179,ANDHRA PRADESH,4,14,40,526,1,8
2180,2180,ANDHRA PRADESH,6,8,29,162,1,14
2181,2181,ANDHRA PRADESH,13,18,22,90,1,8
2182,2182,ANDHRA PRADESH,13,10,11,84,1,15
2183,2183,ANDHRA PRADESH,8,0,0,4,1,7
2184,2184,ANDHRA PRADESH,26,10,3,52,1,19
2185,2185,ANDHRA PRADESH,16,18,29,24,1,13
2186,2186,ANDHRA PRADESH,1,0,1,14,1,13
2187,2187,ANDHRA PRADESH,20,16,6,124,1,18
2188,2188,ANDHRA PRADESH,27,4,12,6,1,15
2189,2189,ANDHRA PRADESH,12,8,8,30,1,7
2190,2190,ANDHRA PRADESH,21,6,31,608,1,13
2191,2191,ANDHRA PRADESH,12,2,13,114,1,18
2192,2192,ANDHRA PRADESH,29,12,56,5080,1,18
2193,2193,ARUNACHAL PRADESH,8,18,1,12,2,9
2194,2194,ARUNACHAL PRADESH,1,6,3,24,2,14
2195,2195,ARUNACHAL PRADESH,5,0,0,2,2,12
2196,2196,ARUNACHAL PRADESH,4,0,0,8,2,11
2197,2197,ARUNACHAL PRADESH,3,4,4,2,2,17
2198,2198,ARUNACHAL PRADESH,10,10,4,2,2,9
2199,2199,ARUNACHAL PRADESH,7,8,7,2,2,15
2200,2200,ARUNACHAL PRADESH,1,2,5,28,2,14
2201,2201,ARUNACHAL PRADESH,1,2,0,0,2,10
2202,2202,ARUNACHAL PRADESH,3,12,6,42,2,9
2203,2203,ARUNACHAL PRADESH,8,0,5,2,2,19
2204,2204,ARUNACHAL PRADESH,10,0,8,2,2,17
2205,2205,ARUNACHAL PRADESH,0,0,0,4,2,14
2206,2206,ARUNACHAL PRADESH,3,2,2,0,2,8
2207,2207,ARUNACHAL PRADESH,3,0,0,0,2,17
2208,2208,ARUNACHAL PRADESH,7,4,45,130,2,18
2209,2209,ASSAM,18,0,28,482,3,12
2210,2210,ASSAM,6,2,10,182,3,11
2211,2211,ASSAM,0,0,0,0,3,9
2212,2212,ASSAM,16,12,15,776,3,7
2213,2213,ASSAM,9,10,31,186,3,19
2214,2214,ASSAM,17,6,5,48,3,19
2215,2215,ASSAM,23,18,11,1092,3,19
2216,2216,ASSAM,5,16,14,124,3,10
2217,2217,ASSAM,17,4,10,14,3,9
2218,2218,ASSAM,5,0,9,42,3,9
2219,2219,ASSAM,11,4,34,8,3,15
2220,2220,ASSAM,21,16,18,1008,3,18
2221,2221,ASSAM,25,16,2,216,3,14
2222,2222,ASSAM,8,4,12,106,3,10
2223,2223,ASSAM,15,18,54,834,3,19
2224,2224,ASSAM,27,8,20,80,3,12
2225,2225,ASSAM,10,4,3,402,3,19
2226,2226,ASSAM,3,6,13,104,3,12
2227,2227,ASSAM,1,12,13,162,3,10
2228,2228,ASSAM,19,12,6,148,3,13
2229,2229,ASSAM,7,2,6,6,3,7
2230,2230,ASSAM,19,2,32,692,3,19
2231,2231,ASSAM,7,18,19,20,3,19
2232,2232,ASSAM,6,10,1,40,3,10
2233,2233,ASSAM,25,18,9,124,3,19
2234,2234,ASSAM,27,14,33,312,3,14
2235,2235,ASSAM,27,10,37,22,3,12
2236,2236,ASSAM,14,2,25,7230,3,17
2237,2237,BIHAR,6,8,0,650,4,11
2238,2238,BIHAR,6,4,23,62,4,7
2239,2239,BIHAR,17,16,46,470,4,17
2240,2240,BIHAR,19,6,15,306,4,18
2241,2241,BIHAR,11,8,26,350,4,7
2242,2242,BIHAR,17,6,23,408,4,15
2243,2243,BIHAR,18,16,52,1364,4,8
2244,2244,BIHAR,29,19,26,330,4,8
2245,2245,BIHAR,13,6,54,478,4,17
2246,2246,BIHAR,18,18,57,464,4,16
2247,2247,BIHAR,10,6,36,446,4,7
2248,2248,BIHAR,25,18,53,840,4,12
2249,2249,BIHAR,13,18,48,782,4,19
2250,2250,BIHAR,17,18,7,370,4,11
2251,2251,BIHAR,10,0,4,10,4,9
2252,2252,BIHAR,19,2,26,304,4,10
2253,2253,BIHAR,8,12,34,196,4,19
2254,2254,BIHAR,11,18,27,342,4,17
2255,2255,BIHAR,10,4,20,14,4,8
2256,2256,BIHAR,20,16,36,398,4,11
2257,2257,BIHAR,26,4,12,220,4,8
2258,2258,BIHAR,3,6,38,180,4,14
2259,2259,BIHAR,28,2,41,286,4,19
2260,2260,BIHAR,0,2,43,676,4,9
2261,2261,BIHAR,0,18,19,730,4,9
2262,2262,BIHAR,4,2,29,460,4,7
2263,2263,BIHAR,0,12,26,1638,4,15
2264,2264,BIHAR,20,4,18,36,4,15
2265,2265,BIHAR,10,6,5,382,4,11
2266,2266,BIHAR,20,14,36,236,4,18
2267,2267,BIHAR,18,14,40,490,4,19
2268,2268,BIHAR,2,12,31,1124,4,16
2269,2269,BIHAR,21,4,30,26,4,7
2270,2270,BIHAR,8,4,24,404,4,14
2271,2271,BIHAR,10,4,53,408,4,15
2272,2272,BIHAR,18,2,45,442,4,10
2273,2273,BIHAR,28,16,58,548,4,19
2274,2274,BIHAR,10,14,52,660,4,15
2275,2275,BIHAR,14,6,8,184,4,18
2276,2276,BIHAR,9,6,13,88,4,13
2277,2277,BIHAR,20,0,34,412,4,7
2278,2278,BIHAR,5,14,26,446,4,8
2279,2279,BIHAR,8,10,0,498,4,7
2280,2280,BIHAR,9,4,12,428,4,8
2281,2281,BIHAR,18,19,46,19586,4,9
2282,2282,CHHATTISGARH,3,14,17,40,6,18
2283,2283,CHHATTISGARH,23,2,36,328,6,8
2284,2284,CHHATTISGARH,24,6,3,18,6,14
2285,2285,CHHATTISGARH,10,2,0,26,6,12
2286,2286,CHHATTISGARH,18,14,3,26,6,19
2287,2287,CHHATTISGARH,25,8,50,106,6,7
2288,2288,CHHATTISGARH,2,4,5,6,6,10
2289,2289,CHHATTISGARH,3,4,16,88,6,12
2290,2290,CHHATTISGARH,25,0,26,148,6,16
2291,2291,CHHATTISGARH,16,12,19,34,6,17
2292,2292,CHHATTISGARH,13,4,1,36,6,12
2293,2293,CHHATTISGARH,18,4,14,64,6,12
2294,2294,CHHATTISGARH,16,8,13,70,6,16
2295,2295,CHHATTISGARH,3,0,16,40,6,8
2296,2296,CHHATTISGARH,22,10,10,42,6,14
2297,2297,CHHATTISGARH,21,2,0,4,6,12
2298,2298,CHHATTISGARH,25,10,36,98,6,11
2299,2299,CHHATTISGARH,24,6,42,154,6,19
2300,2300,CHHATTISGARH,15,2,12,30,6,9
2301,2301,CHHATTISGARH,21,6,44,222,6,11
2302,2302,CHHATTISGARH,27,18,3,1580,6,14
2303,2303,GOA,23,6,11,36,10,14
2304,2304,GOA,17,8,7,30,10,7
2305,2305,GOA,10,14,18,66,10,13
2306,2306,GUJARAT,2,0,31,324,11,7
2307,2307,GUJARAT,26,4,28,72,11,12
2308,2308,GUJARAT,4,4,1,8,11,13
2309,2309,GUJARAT,28,10,11,76,11,14
2310,2310,GUJARAT,21,4,16,46,11,9
2311,2311,GUJARAT,8,8,14,84,11,7
2312,2312,GUJARAT,23,4,27,282,11,12
2313,2313,GUJARAT,14,18,56,90,11,13
2314,2314,GUJARAT,25,16,31,64,11,11
2315,2315,GUJARAT,5,0,25,112,11,16
2316,2316,GUJARAT,12,16,24,82,11,18
2317,2317,GUJARAT,10,18,44,176,11,18
2318,2318,GUJARAT,23,16,23,90,11,19
2319,2319,GUJARAT,28,6,31,96,11,17
2320,2320,GUJARAT,10,8,47,198,11,9
2321,2321,GUJARAT,15,12,6,20,11,16
2322,2322,GUJARAT,26,10,8,18,11,7
2323,2323,GUJARAT,8,2,26,156,11,15
2324,2324,GUJARAT,21,14,22,68,11,17
2325,2325,GUJARAT,19,12,9,88,11,15
2326,2326,GUJARAT,11,2,7,26,11,11
2327,2327,GUJARAT,7,18,24,144,11,13
2328,2328,GUJARAT,6,14,24,132,11,17
2329,2329,GUJARAT,14,8,1,124,11,11
2330,2330,GUJARAT,17,8,24,36,11,10
2331,2331,GUJARAT,28,6,13,92,11,7
2332,2332,GUJARAT,28,12,40,328,11,7
2333,2333,GUJARAT,25,4,20,76,11,7
2334,2334,GUJARAT,6,18,34,70,11,17
2335,2335,GUJARAT,13,6,49,20,11,7
2336,2336,GUJARAT,3,18,56,3198,11,18
2337,2337,HARYANA,28,0,7,2,12,8
2338,2338,HARYANA,21,16,14,232,12,11
2339,2339,HARYANA,7,4,23,312,12,7
2340,2340,HARYANA,29,18,2,36,12,12
2341,2341,HARYANA,27,4,3,6,12,15
2342,2342,HARYANA,6,12,33,134,12,17
2343,2343,HARYANA,19,12,20,66,12,15
2344,2344,HARYANA,12,2,13,100,12,8
2345,2345,HARYANA,28,14,3,98,12,12
2346,2346,HARYANA,25,16,9,0,12,11
2347,2347,HARYANA,10,2,19,68,12,9
2348,2348,HARYANA,26,2,13,0,12,9
2349,2349,HARYANA,16,0,4,104,12,12
2350,2350,HARYANA,7,12,2,2,12,10
2351,2351,HARYANA,7,16,13,54,12,13
2352,2352,HARYANA,17,12,10,70,12,17
2353,2353,HARYANA,5,18,14,70,12,18
2354,2354,HARYANA,25,14,11,28,12,9
2355,2355,HARYANA,7,6,20,16,12,19
2356,2356,HARYANA,21,12,11,0,12,13
2357,2357,HARYANA,13,12,4,1398,12,7
2358,2358,HIMACHAL PRADESH,9,0,4,94,13,12
2359,2359,HIMACHAL PRADESH,8,8,0,20,13,13
2360,2360,HIMACHAL PRADESH,0,0,0,0,13,7
2361,2361,HIMACHAL PRADESH,9,10,0,68,13,14
2362,2362,HIMACHAL PRADESH,18,10,1,222,13,19
2363,2363,HIMACHAL PRADESH,3,16,0,10,13,13
2364,2364,HIMACHAL PRADESH,9,6,7,80,13,14
2365,2365,HIMACHAL PRADESH,2,0,0,4,13,19
2366,2366,HIMACHAL PRADESH,19,10,2,90,13,19
2367,2367,HIMACHAL PRADESH,10,8,5,228,13,10
2368,2368,HIMACHAL PRADESH,9,18,3,116,13,13
2369,2369,HIMACHAL PRADESH,4,0,2,128,13,15
2370,2370,HIMACHAL PRADESH,10,0,1,64,13,7
2371,2371,HIMACHAL PRADESH,20,6,25,1124,13,12
2372,2372,JAMMU & KASHMIR,10,14,30,110,14,16
2373,2373,JAMMU & KASHMIR,18,16,1,20,14,16
2374,2374,JAMMU & KASHMIR,26,10,6,232,14,14
2375,2375,JAMMU & KASHMIR,7,8,0,26,14,10
2376,2376,JAMMU & KASHMIR,0,12,7,184,14,12
2377,2377,JAMMU & KASHMIR,0,0,0,0,14,13
2378,2378,JAMMU & KASHMIR,0,0,0,0,14,18
2379,2379,JAMMU & KASHMIR,23,8,3,38,14,17
2380,2380,JAMMU & KASHMIR,15,4,1,112,14,12
2381,2381,JAMMU & KASHMIR,25,14,3,104,14,16
2382,2382,JAMMU & KASHMIR,28,18,6,178,14,16
2383,2383,JAMMU & KASHMIR,1,2,0,14,14,11
2384,2384,JAMMU & KASHMIR,17,0,2,50,14,12
2385,2385,JAMMU & KASHMIR,18,2,5,128,14,10
2386,2386,JAMMU & KASHMIR,1,0,0,150,14,8
2387,2387,JAMMU & KASHMIR,2,6,0,10,14,13
2388,2388,JAMMU & KASHMIR,20,2,0,26,14,13
2389,2389,JAMMU & KASHMIR,24,0,17,304,14,7
2390,2390,JAMMU & KASHMIR,1,2,0,0,14,10
2391,2391,JAMMU & KASHMIR,24,4,0,114,14,11
2392,2392,JAMMU & KASHMIR,18,14,0,50,14,12
2393,2393,JAMMU & KASHMIR,4,10,0,0,14,18
2394,2394,JAMMU & KASHMIR,15,8,48,306,14,14
2395,2395,JAMMU & KASHMIR,9,2,0,76,14,11
2396,2396,JAMMU & KASHMIR,6,16,9,2232,14,14
2397,2397,JHARKHAND,28,16,4,360,15,17
2398,2398,JHARKHAND,14,14,14,68,15,7
2399,2399,JHARKHAND,1,16,19,246,15,18
2400,2400,JHARKHAND,6,14,25,290,15,15
2401,2401,JHARKHAND,28,16,4,474,15,15
2402,2402,JHARKHAND,5,4,32,22,15,11
2403,2403,JHARKHAND,7,0,13,198,15,9
2404,2404,JHARKHAND,9,4,20,214,15,13
2405,2405,JHARKHAND,12,18,42,216,15,11
2406,2406,JHARKHAND,1,12,10,250,15,7
2407,2407,JHARKHAND,18,2,41,64,15,16
2408,2408,JHARKHAND,26,2,6,396,15,13
2409,2409,JHARKHAND,21,12,29,228,15,19
2410,2410,JHARKHAND,2,2,6,6,15,7
2411,2411,JHARKHAND,18,10,6,78,15,10
2412,2412,JHARKHAND,0,12,24,206,15,14
2413,2413,JHARKHAND,13,4,13,40,15,8
2414,2414,JHARKHAND,14,8,22,46,15,18
2415,2415,JHARKHAND,7,14,13,88,15,19
2416,2416,JHARKHAND,9,8,40,334,15,17
2417,2417,JHARKHAND,0,10,1,526,15,19
2418,2418,JHARKHAND,15,12,17,130,15,12
2419,2419,JHARKHAND,21,12,7,62,15,14
2420,2420,JHARKHAND,13,12,12,20,15,7
2421,2421,JHARKHAND,18,14,0,4562,15,16
