,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
1434,PUDUCHERRY,29,12,6,13,26,22
1435,ANDHRA PRADESH,107,70,24,18,1,2
1436,ANDHRA PRADESH,173,38,17,4,1,3
1437,ANDHRA PRADESH,109,72,18,6,1,23
1438,ANDHRA PRADESH,95,20,9,14,1,6
1439,ANDHRA PRADESH,155,62,56,9,1,23
1440,ANDHRA PRADESH,73,36,17,19,1,1
1441,ANDHRA PRADESH,4,2,5,0,1,23
1442,ANDHRA PRADESH,210,92,28,4,1,20
1443,ANDHRA PRADESH,124,114,91,11,1,24
1444,ANDHRA PRADESH,153,176,43,0,1,3
1445,ANDHRA PRADESH,89,90,8,0,1,22
1446,ANDHRA PRADESH,66,90,12,10,1,22
1447,ANDHRA PRADESH,125,56,24,8,1,6
1448,ANDHRA PRADESH,191,138,33,17,1,4
1449,ANDHRA PRADESH,124,60,50,4,1,3
1450,ANDHRA PRADESH,142,124,24,17,1,2
1451,ANDHRA PRADESH,80,54,12,7,1,5
1452,ANDHRA PRADESH,90,58,32,12,1,2
1453,ANDHRA PRADESH,94,44,19,18,1,1
1454,ANDHRA PRADESH,65,28,10,12,1,20
1455,ANDHRA PRADESH,10,0,5,6,1,1
1456,ANDHRA PRADESH,39,18,4,3,1,23
1457,ANDHRA PRADESH,34,54,61,17,1,20
1458,ANDHRA PRADESH,0,0,2,0,1,24
1459,ANDHRA PRADESH,61,30,6,10,1,21
1460,ANDHRA PRADESH,19,18,5,1,1,0
1461,ANDHRA PRADESH,30,12,8,13,1,0
1462,ANDHRA PRADESH,128,122,23,16,1,4
1463,ANDHRA PRADESH,77,214,14,12,1,23
1464,ANDHRA PRADESH,2667,1892,260,8,1,20
1465,ARUNACHAL PRADESH,10,8,0,1,2,20
1466,ARUNACHAL PRADESH,1,4,6,1,2,24
1467,ARUNACHAL PRADESH,4,0,1,0,2,23
1468,ARUNACHAL PRADESH,4,0,5,1,2,21
1469,ARUNACHAL PRADESH,7,2,2,0,2,0
1470,ARUNACHAL PRADESH,16,2,2,0,2,6
1471,ARUNACHAL PRADESH,9,6,11,1,2,0
1472,ARUNACHAL PRADESH,6,18,13,0,2,6
1473,ARUNACHAL PRADESH,4,2,0,0,2,1
1474,ARUNACHAL PRADESH,5,10,2,2,2,20
1475,ARUNACHAL PRADESH,3,6,5,1,2,6
1476,ARUNACHAL PRADESH,4,2,7,0,2,22
1477,ARUNACHAL PRADESH,0,0,1,0,2,24
1478,ARUNACHAL PRADESH,2,2,5,0,2,3
1479,ARUNACHAL PRADESH,2,0,0,0,2,6
1480,ARUNACHAL PRADESH,77,62,60,7,2,2
1481,ASSAM,46,122,21,13,3,20
1482,ASSAM,27,54,15,15,3,22
1483,ASSAM,0,0,0,0,3,0
1484,ASSAM,68,140,13,15,3,2
1485,ASSAM,73,106,22,17,3,22
1486,ASSAM,20,86,13,4,3,22
1487,ASSAM,64,136,12,8,3,6
1488,ASSAM,107,76,36,1,3,3
1489,ASSAM,4,0,3,7,3,1
1490,ASSAM,30,120,11,18,3,4
1491,ASSAM,55,134,24,8,3,4
1492,ASSAM,50,76,100,15,3,0
1493,ASSAM,25,54,6,14,3,4
1494,ASSAM,46,80,14,14,3,20
1495,ASSAM,24,96,14,11,3,4
1496,ASSAM,67,32,14,14,3,6
1497,ASSAM,31,58,5,15,3,0
1498,ASSAM,46,44,8,9,3,20
1499,ASSAM,31,152,26,2,3,24
1500,ASSAM,14,70,7,15,3,22
1501,ASSAM,19,0,12,4,3,2
1502,ASSAM,75,210,50,7,3,22
1503,ASSAM,35,66,28,14,3,4
1504,ASSAM,2,10,1,5,3,6
1505,ASSAM,55,76,26,0,3,23
1506,ASSAM,98,128,23,12,3,6
1507,ASSAM,79,64,19,3,3,3
1508,ASSAM,1191,2190,123,0,3,21
1509,BIHAR,49,76,49,9,4,20
1510,BIHAR,30,6,5,19,4,22
1511,BIHAR,84,36,39,5,4,0
1512,BIHAR,30,42,13,17,4,0
1513,BIHAR,89,38,28,14,4,1
1514,BIHAR,145,38,73,16,4,23
1515,BIHAR,72,54,36,15,4,5
1516,BIHAR,76,22,34,16,4,6
1517,BIHAR,97,90,73,8,4,0
1518,BIHAR,125,24,38,4,4,20
1519,BIHAR,61,24,27,8,4,5
1520,BIHAR,68,154,32,0,4,4
1521,BIHAR,230,54,157,11,4,22
1522,BIHAR,65,24,27,4,4,1
1523,BIHAR,9,2,7,13,4,3
1524,BIHAR,64,48,25,15,4,24
1525,BIHAR,64,18,35,19,4,24
1526,BIHAR,78,184,42,15,4,20
1527,BIHAR,7,0,16,16,4,22
1528,BIHAR,62,32,20,17,4,0
1529,BIHAR,27,34,11,7,4,20
1530,BIHAR,56,14,26,8,4,23
1531,BIHAR,62,16,29,5,4,4
1532,BIHAR,78,76,22,0,4,2
1533,BIHAR,113,78,65,6,4,22
1534,BIHAR,80,14,24,11,4,20
1535,BIHAR,120,118,107,0,4,6
1536,BIHAR,19,6,11,11,4,21
1537,BIHAR,171,42,56,2,4,6
1538,BIHAR,47,24,10,3,4,3
1539,BIHAR,88,26,24,18,4,3
1540,BIHAR,484,68,294,14,4,23
1541,BIHAR,24,4,31,7,4,23
1542,BIHAR,99,100,131,9,4,23
1543,BIHAR,157,30,75,14,4,0
1544,BIHAR,47,22,29,4,4,21
1545,BIHAR,136,40,64,6,4,22
1546,BIHAR,115,64,55,0,4,20
1547,BIHAR,36,10,8,11,4,1
1548,BIHAR,12,16,4,11,4,22
1549,BIHAR,51,74,31,11,4,3
1550,BIHAR,86,26,114,6,4,2
1551,BIHAR,40,44,35,2,4,3
1552,BIHAR,118,58,31,2,4,20
1553,BIHAR,3771,1970,63,9,4,20
1554,CHHATTISGARH,22,48,11,16,6,21
1555,CHHATTISGARH,95,98,32,3,6,20
1556,CHHATTISGARH,23,16,3,13,6,6
1557,CHHATTISGARH,44,24,5,15,6,5
1558,CHHATTISGARH,14,64,4,1,6,5
1559,CHHATTISGARH,58,234,45,0,6,0
1560,CHHATTISGARH,1,2,2,1,6,0
1561,CHHATTISGARH,51,142,18,0,6,3
1562,CHHATTISGARH,30,94,19,15,6,24
1563,CHHATTISGARH,40,66,20,12,6,23
1564,CHHATTISGARH,12,48,3,8,6,20
1565,CHHATTISGARH,34,58,9,16,6,4
1566,CHHATTISGARH,32,74,8,11,6,5
1567,CHHATTISGARH,41,80,6,6,6,2
1568,CHHATTISGARH,21,60,6,4,6,21
1569,CHHATTISGARH,11,6,1,0,6,0
1570,CHHATTISGARH,46,72,34,16,6,6
1571,CHHATTISGARH,77,252,41,6,6,23
1572,CHHATTISGARH,36,120,16,12,6,1
1573,CHHATTISGARH,88,238,48,8,6,6
1574,CHHATTISGARH,776,1796,331,3,6,20
1575,GOA,22,44,12,14,10,4
1576,GOA,12,18,9,13,10,6
1577,GOA,34,62,21,7,10,2
1578,GUJARAT,90,36,365,12,11,6
1579,GUJARAT,38,6,21,14,11,6
1580,GUJARAT,6,0,2,4,11,4
1581,GUJARAT,19,12,26,7,11,23
1582,GUJARAT,28,10,19,0,11,20
1583,GUJARAT,43,10,31,7,11,24
1584,GUJARAT,57,10,39,16,11,20
1585,GUJARAT,43,0,69,17,11,22
1586,GUJARAT,23,0,64,6,11,3
1587,GUJARAT,42,12,30,18,11,2
1588,GUJARAT,34,20,19,0,11,21
1589,GUJARAT,52,26,37,15,11,3
1590,GUJARAT,46,22,18,2,11,1
1591,GUJARAT,30,14,29,17,11,21
1592,GUJARAT,37,14,53,13,11,24
1593,GUJARAT,13,8,0,9,11,22
1594,GUJARAT,26,4,7,16,11,5
1595,GUJARAT,38,40,44,17,11,5
1596,GUJARAT,45,22,25,11,11,3
1597,GUJARAT,17,4,9,4,11,24
1598,GUJARAT,8,2,2,14,11,0
1599,GUJARAT,37,10,51,18,11,3
1600,GUJARAT,38,28,34,18,11,24
1601,GUJARAT,75,50,57,4,11,1
1602,GUJARAT,52,22,14,12,11,20
1603,GUJARAT,25,32,19,17,11,21
1604,GUJARAT,38,16,44,15,11,6
1605,GUJARAT,74,28,23,3,11,0
1606,GUJARAT,31,10,27,13,11,0
1607,GUJARAT,9,4,89,5,11,4
1608,GUJARAT,1114,472,67,4,11,20
1609,HARYANA,26,20,14,2,12,5
1610,HARYANA,47,30,29,12,12,5
1611,HARYANA,57,72,20,12,12,2
1612,HARYANA,18,14,6,16,12,6
1613,HARYANA,19,2,2,9,12,22
1614,HARYANA,62,64,40,4,12,24
1615,HARYANA,50,32,14,7,12,22
1616,HARYANA,39,18,13,13,12,24
1617,HARYANA,33,34,3,13,12,3
1618,HARYANA,18,30,10,0,12,3
1619,HARYANA,41,54,18,4,12,3
1620,HARYANA,30,46,15,0,12,22
1621,HARYANA,16,20,3,8,12,3
1622,HARYANA,11,24,8,1,12,0
1623,HARYANA,47,76,23,4,12,3
1624,HARYANA,16,22,9,14,12,1
1625,HARYANA,50,50,20,2,12,1
1626,HARYANA,38,44,11,17,12,1
1627,HARYANA,62,30,13,1,12,2
1628,HARYANA,22,24,10,0,12,2
1629,HARYANA,702,706,281,19,12,4
1630,HIMACHAL PRADESH,8,26,2,5,13,3
1631,HIMACHAL PRADESH,6,20,0,14,13,23
1632,HIMACHAL PRADESH,0,0,0,0,13,23
1633,HIMACHAL PRADESH,4,12,0,10,13,6
1634,HIMACHAL PRADESH,38,16,2,1,13,5
1635,HIMACHAL PRADESH,3,12,0,9,13,21
1636,HIMACHAL PRADESH,14,32,3,10,13,1
1637,HIMACHAL PRADESH,0,4,0,1,13,1
1638,HIMACHAL PRADESH,10,46,0,7,13,0
1639,HIMACHAL PRADESH,18,42,3,5,13,1
1640,HIMACHAL PRADESH,6,16,2,3,13,21
1641,HIMACHAL PRADESH,13,22,1,3,13,5
1642,HIMACHAL PRADESH,5,4,6,2,13,23
1643,HIMACHAL PRADESH,125,252,19,10,13,1
1644,JAMMU & KASHMIR,77,18,19,2,14,24
1645,JAMMU & KASHMIR,8,4,6,13,14,6
1646,JAMMU & KASHMIR,95,36,9,12,14,3
1647,JAMMU & KASHMIR,8,18,1,6,14,3
1648,JAMMU & KASHMIR,48,22,1,2,14,2
1649,JAMMU & KASHMIR,1,0,0,0,14,0
1650,JAMMU & KASHMIR,1,0,0,0,14,4
1651,JAMMU & KASHMIR,87,12,7,8,14,24
1652,JAMMU & KASHMIR,15,16,2,12,14,4
1653,JAMMU & KASHMIR,39,4,9,12,14,1
1654,JAMMU & KASHMIR,34,40,10,16,14,24
1655,JAMMU & KASHMIR,0,2,0,7,14,23
1656,JAMMU & KASHMIR,16,26,2,16,14,0
1657,JAMMU & KASHMIR,43,10,11,6,14,1
1658,JAMMU & KASHMIR,38,10,1,9,14,20
1659,JAMMU & KASHMIR,0,6,0,6,14,6
1660,JAMMU & KASHMIR,111,24,0,19,14,21
1661,JAMMU & KASHMIR,70,20,22,11,14,3
1662,JAMMU & KASHMIR,0,2,0,0,14,24
1663,JAMMU & KASHMIR,86,56,1,2,14,23
1664,JAMMU & KASHMIR,53,20,0,17,14,0
1665,JAMMU & KASHMIR,33,16,0,0,14,20
1666,JAMMU & KASHMIR,56,46,51,18,14,23
1667,JAMMU & KASHMIR,10,14,2,13,14,22
1668,JAMMU & KASHMIR,929,422,154,7,14,4
1669,JHARKHAND,58,96,64,0,15,24
1670,JHARKHAND,129,76,17,19,15,22
1671,JHARKHAND,35,28,23,10,15,24
1672,JHARKHAND,55,106,31,4,15,4
1673,JHARKHAND,92,86,50,18,15,21
1674,JHARKHAND,9,0,33,0,15,20
1675,JHARKHAND,57,98,9,2,15,4
1676,JHARKHAND,32,46,26,16,15,20
1677,JHARKHAND,65,70,50,8,15,23
1678,JHARKHAND,31,152,15,4,15,21
1679,JHARKHAND,131,62,33,3,15,1
1680,JHARKHAND,81,80,102,15,15,6
1681,JHARKHAND,49,56,36,2,15,0
1682,JHARKHAND,6,4,11,3,15,1
1683,JHARKHAND,17,70,7,16,15,2
1684,JHARKHAND,30,0,24,3,15,2
1685,JHARKHAND,43,20,22,8,15,5
1686,JHARKHAND,44,30,23,8,15,22
1687,JHARKHAND,27,62,13,17,15,1
1688,JHARKHAND,70,26,31,14,15,4
1689,JHARKHAND,250,110,183,4,15,5
1690,JHARKHAND,61,46,12,5,15,2
1691,JHARKHAND,60,62,32,13,15,20
1692,JHARKHAND,50,38,17,9,15,5
1693,JHARKHAND,1482,1424,64,1,15,23
1694,KARNATAKA,50,24,7,0,16,0
1695,KARNATAKA,216,68,311,13,16,0
1696,KARNATAKA,128,54,49,5,16,6
1697,KARNATAKA,107,22,41,3,16,5
1698,KARNATAKA,48,28,16,18,16,20
1699,KARNATAKA,37,12,43,4,16,0
1700,KARNATAKA,55,18,15,6,16,22
1701,KARNATAKA,25,6,4,7,16,23
1702,KARNATAKA,28,24,13,10,16,4
1703,KARNATAKA,42,38,10,6,16,24
1704,KARNATAKA,35,6,7,14,16,23
1705,KARNATAKA,28,32,35,17,16,5
1706,KARNATAKA,23,6,16,0,16,5
1707,KARNATAKA,28,10,6,6,16,24
1708,KARNATAKA,16,2,1,18,16,23
1709,KARNATAKA,88,28,33,14,16,23
1710,KARNATAKA,53,32,39,0,16,22
1711,KARNATAKA,25,6,4,19,16,0
1712,KARNATAKA,12,10,11,6,16,5
1713,KARNATAKA,32,22,6,9,16,5
1714,KARNATAKA,65,28,22,18,16,6
1715,KARNATAKA,24,24,13,17,16,23
1716,KARNATAKA,57,26,22,19,16,23
1717,KARNATAKA,26,16,49,7,16,6
1718,KARNATAKA,40,8,16,18,16,21
1719,KARNATAKA,37,24,8,17,16,1
1720,KARNATAKA,13,0,9,15,16,5
1721,KARNATAKA,51,30,21,2,16,4
1722,KARNATAKA,79,28,19,19,16,23
1723,KARNATAKA,15,10,9,4,16,21
1724,KARNATAKA,23,0,6,13,16,23
1725,KARNATAKA,1506,642,61,4,16,5
1726,KERALA,23,20,38,5,17,2
1727,KERALA,18,2,2,8,17,1
1728,KERALA,21,22,66,1,17,6
1729,KERALA,25,44,28,8,17,5
1730,KERALA,28,28,16,13,17,22
1731,KERALA,12,26,13,5,17,23
1732,KERALA,24,30,16,12,17,5
1733,KERALA,36,106,28,12,17,6
1734,KERALA,19,50,45,16,17,6
1735,KERALA,14,20,23,19,17,5
1736,KERALA,8,48,6,18,17,5
1737,KERALA,18,84,9,1,17,4
1738,KERALA,52,94,35,18,17,20
1739,KERALA,27,26,25,1,17,24
1740,KERALA,3,0,4,10,17,21
1741,KERALA,39,58,89,18,17,3
1742,KERALA,10,34,113,11,17,24
1743,KERALA,37,56,64,8,17,5
1744,KERALA,21,40,14,14,17,2
1745,KERALA,435,788,234,18,17,23
1746,MADHYA PRADESH,10,20,3,3,19,6
1747,MADHYA PRADESH,24,66,11,16,19,6
1748,MADHYA PRADESH,55,122,12,16,19,1
1749,MADHYA PRADESH,45,76,15,19,19,21
1750,MADHYA PRADESH,65,274,11,0,19,24
1751,MADHYA PRADESH,61,50,40,0,19,4
1752,MADHYA PRADESH,54,186,97,12,19,5
1753,MADHYA PRADESH,5,6,25,5,19,0
1754,MADHYA PRADESH,6,14,2,5,19,21
1755,MADHYA PRADESH,55,112,32,9,19,2
1756,MADHYA PRADESH,45,164,9,6,19,1
1757,MADHYA PRADESH,47,98,19,18,19,0
1758,MADHYA PRADESH,55,60,31,19,19,0
1759,MADHYA PRADESH,57,176,67,12,19,20
1760,MADHYA PRADESH,87,164,46,18,19,1
1761,MADHYA PRADESH,14,74,5,5,19,1
1762,MADHYA PRADESH,37,166,21,16,19,20
1763,MADHYA PRADESH,91,144,112,11,19,24
1764,MADHYA PRADESH,13,50,14,7,19,1
1765,MADHYA PRADESH,49,140,48,9,19,0
1766,MADHYA PRADESH,93,154,162,14,19,4
1767,MADHYA PRADESH,4,0,4,3,19,1
1768,MADHYA PRADESH,92,206,96,15,19,1
1769,MADHYA PRADESH,1,0,16,1,19,5
1770,MADHYA PRADESH,119,72,18,6,19,0
1771,MADHYA PRADESH,35,74,27,10,19,4
1772,MADHYA PRADESH,31,106,9,17,19,24
1773,MADHYA PRADESH,37,100,18,17,19,21
1774,MADHYA PRADESH,37,78,5,0,19,23
1775,MADHYA PRADESH,30,90,33,12,19,6
1776,MADHYA PRADESH,57,80,42,7,19,20
1777,MADHYA PRADESH,44,80,19,8,19,21
1778,MADHYA PRADESH,13,62,18,16,19,24
1779,MADHYA PRADESH,36,64,15,14,19,23
1780,MADHYA PRADESH,35,150,16,13,19,6
1781,MADHYA PRADESH,31,176,35,1,19,4
1782,MADHYA PRADESH,45,124,18,4,19,4
1783,MADHYA PRADESH,57,82,59,9,19,21
1784,MADHYA PRADESH,59,242,32,3,19,22
1785,MADHYA PRADESH,61,118,38,14,19,23
1786,MADHYA PRADESH,27,108,13,8,19,3
1787,MADHYA PRADESH,60,136,31,9,19,2
1788,MADHYA PRADESH,31,142,43,3,19,3
1789,MADHYA PRADESH,15,38,7,17,19,20
1790,MADHYA PRADESH,60,138,21,9,19,0
1791,MADHYA PRADESH,44,76,16,12,19,1
1792,MADHYA PRADESH,32,172,24,4,19,1
1793,MADHYA PRADESH,40,100,14,7,19,5
1794,MADHYA PRADESH,58,118,73,11,19,5
1795,MADHYA PRADESH,27,40,16,17,19,2
1796,MADHYA PRADESH,41,188,20,2,19,20
1797,MADHYA PRADESH,2227,5476,378,9,19,6
1798,MAHARASHTRA,101,88,102,14,20,5
1799,MAHARASHTRA,48,58,45,9,20,5
1800,MAHARASHTRA,31,52,35,5,20,6
1801,MAHARASHTRA,53,94,31,18,20,22
1802,MAHARASHTRA,28,16,49,6,20,23
1803,MAHARASHTRA,60,28,47,5,20,23
1804,MAHARASHTRA,72,50,73,18,20,22
1805,MAHARASHTRA,30,82,12,13,20,0
1806,MAHARASHTRA,53,78,40,7,20,24
1807,MAHARASHTRA,41,72,29,16,20,20
1808,MAHARASHTRA,32,14,3,1,20,23
1809,MAHARASHTRA,58,60,7,1,20,24
1810,MAHARASHTRA,41,50,9,7,20,0
1811,MAHARASHTRA,28,28,44,7,20,23
1812,MAHARASHTRA,82,76,28,15,20,21
1813,MAHARASHTRA,53,16,43,6,20,1
1814,MAHARASHTRA,66,30,24,8,20,5
1815,MAHARASHTRA,56,42,34,15,20,24
1816,MAHARASHTRA,242,266,239,11,20,1
1817,MAHARASHTRA,9,8,32,9,20,3
1818,MAHARASHTRA,104,52,172,5,20,4
1819,MAHARASHTRA,8,2,12,4,20,2
1820,MAHARASHTRA,73,104,63,12,20,4
1821,MAHARASHTRA,71,66,74,19,20,23
1822,MAHARASHTRA,43,20,11,11,20,20
1823,MAHARASHTRA,27,22,31,6,20,2
1824,MAHARASHTRA,110,108,51,17,20,23
1825,MAHARASHTRA,50,32,49,7,20,2
1826,MAHARASHTRA,38,24,17,13,20,22
1827,MAHARASHTRA,52,26,56,11,20,5
1828,MAHARASHTRA,110,80,97,11,20,23
1829,MAHARASHTRA,0,6,4,2,20,24
1830,MAHARASHTRA,127,58,58,3,20,1
1831,MAHARASHTRA,50,50,26,9,20,1
1832,MAHARASHTRA,20,32,5,8,20,5
1833,MAHARASHTRA,78,94,19,13,20,4
1834,MAHARASHTRA,61,34,34,8,20,1
1835,MAHARASHTRA,14,16,8,18,20,5
1836,MAHARASHTRA,22,30,45,6,20,21
1837,MAHARASHTRA,112,88,34,13,20,24
1838,MAHARASHTRA,111,102,148,18,20,24
1839,MAHARASHTRA,149,102,85,8,20,3
1840,MAHARASHTRA,48,50,27,8,20,22
1841,MAHARASHTRA,27,30,21,15,20,22
1842,MAHARASHTRA,83,100,23,18,20,2
1843,MAHARASHTRA,2772,2536,96,14,20,4
1844,MANIPUR,22,4,0,8,21,5
1845,MANIPUR,17,0,1,5,21,24
1846,MANIPUR,14,0,0,0,21,1
1847,MANIPUR,25,6,1,18,21,4
1848,MANIPUR,28,10,1,12,21,24
1849,MANIPUR,17,0,1,5,21,21
1850,MANIPUR,3,0,0,0,21,23
1851,MANIPUR,22,16,1,5,21,0
1852,MANIPUR,2,0,1,0,21,21
1853,MANIPUR,150,36,6,13,21,5
1854,MEGHALAYA,14,2,6,3,22,21
1855,MEGHALAYA,7,6,1,0,22,4
1856,MEGHALAYA,24,12,17,0,22,22
1857,MEGHALAYA,52,22,4,0,22,3
1858,MEGHALAYA,45,20,84,2,22,20
1859,MEGHALAYA,17,12,9,0,22,3
1860,MEGHALAYA,16,6,12,0,22,3
1861,MEGHALAYA,175,80,133,5,22,6
1862,MIZORAM,14,48,14,3,23,24
1863,MIZORAM,6,20,2,0,23,4
1864,MIZORAM,5,10,3,0,23,0
1865,MIZORAM,6,2,0,0,23,5
1866,MIZORAM,6,12,2,0,23,3
1867,MIZORAM,2,2,0,0,23,24
1868,MIZORAM,6,8,0,0,23,21
1869,MIZORAM,1,6,0,0,23,2
1870,MIZORAM,46,108,21,3,23,23
1871,NAGALAND,15,4,54,0,24,21
1872,NAGALAND,1,2,0,0,24,5
1873,NAGALAND,28,10,16,0,24,5
1874,NAGALAND,8,2,3,3,24,21
1875,NAGALAND,7,4,4,0,24,22
1876,NAGALAND,4,2,2,0,24,6
1877,NAGALAND,8,4,5,1,24,24
1878,NAGALAND,9,0,3,4,24,21
1879,NAGALAND,5,0,3,0,24,1
1880,NAGALAND,6,0,2,0,24,4
1881,NAGALAND,91,28,92,8,24,5
1882,ODISHA,42,40,27,3,25,24
1883,ODISHA,45,98,51,18,25,21
1884,ODISHA,27,60,19,3,25,20
1885,ODISHA,13,24,47,9,25,23
1886,ODISHA,17,50,21,8,25,0
1887,ODISHA,24,50,26,0,25,6
1888,ODISHA,14,22,9,15,25,22
1889,ODISHA,47,64,113,16,25,5
1890,ODISHA,12,10,7,1,25,24
1891,ODISHA,34,18,15,2,25,20
1892,ODISHA,9,8,3,14,25,3
1893,ODISHA,54,34,33,5,25,3
1894,ODISHA,22,26,24,16,25,23
1895,ODISHA,23,34,19,3,25,20
1896,ODISHA,22,30,15,11,25,20
1897,ODISHA,14,36,24,8,25,1
1898,ODISHA,25,70,7,14,25,3
1899,ODISHA,26,20,8,10,25,22
1900,ODISHA,76,74,25,3,25,1
1901,ODISHA,65,114,151,11,25,2
1902,ODISHA,41,76,24,16,25,6
1903,ODISHA,31,34,4,5,25,0
1904,ODISHA,79,140,29,1,25,0
1905,ODISHA,28,30,18,0,25,4
1906,ODISHA,17,52,9,16,25,2
1907,ODISHA,10,12,8,19,25,20
1908,ODISHA,49,78,41,17,25,20
1909,ODISHA,27,28,9,15,25,0
1910,ODISHA,23,20,18,6,25,6
1911,ODISHA,29,44,36,11,25,5
1912,ODISHA,9,8,2,18,25,24
1913,ODISHA,3,2,10,1,25,21
1914,ODISHA,4,2,7,1,25,23
1915,ODISHA,83,42,16,12,25,21
1916,ODISHA,1044,1450,75,8,25,0
1917,PUNJAB,49,22,16,0,27,23
1918,PUNJAB,16,30,3,0,27,6
1919,PUNJAB,34,26,1,0,27,4
1920,PUNJAB,51,30,0,0,27,0
1921,PUNJAB,12,20,2,0,27,21
1922,PUNJAB,11,18,3,0,27,20
1923,PUNJAB,51,60,5,0,27,4
1924,PUNJAB,10,2,2,0,27,21
1925,PUNJAB,23,30,3,0,27,3
1926,PUNJAB,38,60,7,0,27,3
1927,PUNJAB,23,24,4,0,27,2
1928,PUNJAB,55,66,9,0,27,0
1929,PUNJAB,22,22,4,0,27,6
1930,PUNJAB,18,14,2,0,27,0
1931,PUNJAB,64,76,13,0,27,24
1932,PUNJAB,42,24,0,0,27,20
1933,PUNJAB,17,22,3,0,27,2
1934,PUNJAB,27,18,7,0,27,23
1935,PUNJAB,15,18,3,0,27,4
1936,PUNJAB,15,28,4,0,27,21
1937,PUNJAB,49,66,5,0,27,21
1938,PUNJAB,24,20,2,0,27,0
1939,PUNJAB,33,38,8,0,27,20
1940,PUNJAB,32,26,2,0,27,22
1941,PUNJAB,731,760,108,0,27,22
1942,RAJASTHAN,47,72,48,17,28,4
1943,RAJASTHAN,80,100,40,11,28,21
1944,RAJASTHAN,35,106,12,19,28,0
1945,RAJASTHAN,25,100,18,6,28,1
1946,RAJASTHAN,16,32,12,5,28,20
1947,RAJASTHAN,91,82,40,3,28,0
1948,RAJASTHAN,24,84,48,19,28,20
1949,RAJASTHAN,50,54,12,4,28,24
1950,RAJASTHAN,28,84,21,11,28,23
1951,RAJASTHAN,50,156,39,4,28,21
1952,RAJASTHAN,29,44,1,15,28,21
1953,RAJASTHAN,33,34,5,2,28,21
1954,RAJASTHAN,40,40,17,11,28,24
1955,RAJASTHAN,30,30,9,5,28,5
1956,RAJASTHAN,5,0,8,2,28,0
1957,RAJASTHAN,59,150,11,10,28,22
1958,RAJASTHAN,59,112,15,4,28,3
1959,RAJASTHAN,92,114,51,19,28,6
1960,RAJASTHAN,3,6,3,13,28,0
1961,RAJASTHAN,22,12,8,13,28,1
1962,RAJASTHAN,32,100,31,2,28,22
1963,RAJASTHAN,41,54,6,7,28,23
1964,RAJASTHAN,39,68,25,1,28,5
1965,RAJASTHAN,28,68,10,3,28,2
1966,RAJASTHAN,35,70,41,17,28,3
1967,RAJASTHAN,45,64,10,15,28,24
1968,RAJASTHAN,38,54,29,18,28,4
1969,RAJASTHAN,21,24,8,2,28,6
1970,RAJASTHAN,24,42,12,0,28,0
1971,RAJASTHAN,33,30,4,19,28,24
1972,RAJASTHAN,27,22,10,19,28,4
1973,RAJASTHAN,20,22,13,2,28,1
1974,RAJASTHAN,61,70,38,14,28,22
1975,RAJASTHAN,1262,2100,255,12,28,5
1976,SIKKIM,7,10,3,5,29,0
1977,SIKKIM,1,4,0,0,29,22
1978,SIKKIM,3,2,0,1,29,2
1979,SIKKIM,3,4,0,4,29,3
1980,SIKKIM,14,20,3,10,29,23
1981,TAMIL NADU,84,34,25,2,30,21
1982,TAMIL NADU,71,75,74,3,30,24
1983,TAMIL NADU,0,0,15,3,30,4
1984,TAMIL NADU,72,32,35,1,30,20
1985,TAMIL NADU,22,8,29,6,30,24
1986,TAMIL NADU,62,38,19,13,30,6
1987,TAMIL NADU,90,46,19,14,30,1
1988,TAMIL NADU,62,36,22,11,30,23
1989,TAMIL NADU,53,22,23,0,30,20
1990,TAMIL NADU,48,62,3,15,30,23
1991,TAMIL NADU,38,22,7,6,30,5
1992,TAMIL NADU,26,6,3,15,30,5
1993,TAMIL NADU,48,44,50,13,30,3
1994,TAMIL NADU,27,14,12,4,30,21
1995,TAMIL NADU,41,10,5,0,30,24
1996,TAMIL NADU,31,14,8,7,30,4
1997,TAMIL NADU,18,18,3,6,30,4
1998,TAMIL NADU,31,26,1,17,30,0
1999,TAMIL NADU,32,16,7,2,30,0
2000,TAMIL NADU,26,20,5,18,30,6
2001,TAMIL NADU,78,70,14,6,30,2
2002,TAMIL NADU,15,22,2,14,30,22
2003,TAMIL NADU,24,8,3,1,30,4
2004,TAMIL NADU,60,28,8,19,30,22
2005,TAMIL NADU,35,12,14,4,30,23
2006,TAMIL NADU,54,86,10,2,30,24
2007,TAMIL NADU,12,8,9,0,30,1
2008,TAMIL NADU,25,28,8,0,30,22
2009,TAMIL NADU,38,50,10,6,30,20
2010,TAMIL NADU,14,18,5,10,30,21
2011,TAMIL NADU,76,42,20,5,30,20
2012,TAMIL NADU,0,0,0,4,30,1
2013,TAMIL NADU,44,14,9,4,30,22
2014,TAMIL NADU,17,12,5,10,30,5
2015,TAMIL NADU,87,40,5,4,30,24
2016,TAMIL NADU,77,78,14,18,30,3
2017,TAMIL NADU,53,54,13,3,30,24
2018,TAMIL NADU,1591,1113,114,6,30,3
2019,TRIPURA,40,10,14,15,31,22
2020,TRIPURA,40,72,27,10,31,21
2021,TRIPURA,38,74,12,1,31,24
2022,TRIPURA,136,72,16,8,31,2
2023,TRIPURA,254,228,69,14,31,21
